221	0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0	65,437.13446413 Ether	0.05498576%	2586974
222	0xad0d53cf033ab63dc72d653640766ee1d366cef6	65,267.19459761 Ether	0.05484296%	70
224	0x1b7b5b4bed048d86976d7cf51d9c4ea24e20ade7	64,628.45223452 Ether	0.05430623%	68
225	0x92f71d08f5ee94a7bf40fab05beda3545b55ad2a	64,557.01381512 Ether	0.05424621%	64
226	0x3f4ac8d3e1414b5351e632391908177c012c65cc	64,525.41575714 Ether	0.05421965%	67
228	0x831c3720681096f276cb016b51a33433d7cb2faa	64,138.68617201 Ether	0.05389469%	61
229	0x7ced76dde9203a554df01cbb1ed0d17e9bce7524	64,046.41159488 Ether	0.05381715%	59
230	0x6b2069bde6b87d0f882abbdc6eb4fcbd0a90bb96	63,991.09113001 Ether	0.05377067%	71
231	0xb3177d9873b7ac246874114d8760e66dc5e797cc	63,886.51007539 Ether	0.05368279%	66
232	0x0a8f6257ef3ed3efdd8dd18dd9294d3e333ad7fc	63,824.04711351 Ether	0.05363031%	72
233	0x10cad69cbd241d36ed8c6d83a9f30b380134d1bc	63,808.14442007 Ether	0.05361694%	70
234	0x8759b0b1d9cba80e3836228dfb982abaa2c48b97	63,734.36885313 Ether	0.05355495%	305
235	0xd548dd6ccc7a563346372fa0d8cef06e1683b0e3	63,413.41030219 Ether	0.05328525%	230
236	0x92cf9066c657b1f63a7a2dc37255b31be6ef1858	63,413.41030219 Ether	0.05328525%	233
237	0xecef66258cc21cb742ac34c68375b311fd3f34cc	63,413.41030219 Ether	0.05328525%	138
238	0xcaaad25746a0e04a3c7eff86422991b00fd3d76a	63,413.41030219 Ether	0.05328525%	72
239	0xd65d71e5ecccfcf72b84cad65370626e048d1b33	63,413.41030219 Ether	0.05328525%	69
240	0x1f72b240b6fffceba07bdaa097cc7b216a643a0f	63,413.41030219 Ether	0.05328525%	74
241	0x4e5fab20b7b83c6f557b20c820883eab0a0b343b	63,413.41030219 Ether	0.05328525%	81
242	0x3fd6b1e25200fdda352cbc911ffcd4308895a7d0	63,413.41030219 Ether	0.05328525%	78
243	0x54cee0ef273d3d08ed120b0c561c0284a4c4490e	63,413.41030219 Ether	0.05328525%	74
244	0xe27f62b70ab44d7fd1842dce66138a31940fa29a	63,413.41030219 Ether	0.05328525%	69
245	0x9aabd298b30d034f8c64f86aa25fc74b9f70930f	63,413.41030219 Ether	0.05328525%	70
246	0xc4d5b7c576edfbac20fa081cff79ec745193e207	63,386.12542782 Ether	0.05326233%	220
251	0x0d0707963952f2fba59dd06f2b425ace40b492fe	60,702.18396269 Ether	0.05100705%	5142162
253	0x5a52e96bacdabb82fd05763e25335261b270efcb	59,999.54828525 Ether	0.05041664%	142
257	0x5bcd25b6e044b97dfc941b9ec4b617ec10e1abcd	59,390.40799044 Ether	0.04990479%	159
258	0xa43d2e05ed00c040c8422a88cb8ede921a539f92	59,013.14017755 Ether	0.04958778%	790
264	0x16769e533352798deb664ba570230a758346ca1a	57,800.08474375 Ether	0.04856847%	258
275	0x99c9fc46f92e8a1c0dec1b1747d010903e884be1	54,389.69564602 Ether	0.04570277%	189937
276	0x97e813b9a81d097e60a5e6311bc9a475199b67ae	53,574.25866688 Ether	0.04501758%	182
311	0x0016c0d0343e8f2c3a7b6a51606b84b1545ec606	48,584.92811546 Ether	0.04082512%	89159
313	0xcac725bef4f114f728cbcfd744a731c2a463c3fc	47,728.59612038 Ether	0.04010556%	598096
315	0xa2f6abe26fe0e1c1f2684ab002ed02a59ffbf85a	47,454.61747979 Ether	0.03987534%	55
317	0x530e0a6993ea99ffc96615af43f327225a5fe536	46,873.40144483 Ether	0.03938695%	6557
321	0x957cd4ff9b3894fc78b5134a8dc72b032ffbc464	44,755.91743219 Ether	0.03760767%	5993
322	0xa205fd7344656c72fdc645b72faf5a3de0b3e825	44,696.05816183 Ether	0.03755737%	3625
328	0xd641651ed7e19a04ce536610d75b3dcaf427ad73	42,972.65378792 Ether	0.03610922%	133
333	0xac54fd4a5d900bd83aadc14b16cc27b403b8d3de	41,566.58955386 Ether	0.03492773%	104
337	0x781229c7a798c33ec788520a6bbe12a79ed657fc	41,154.0186929 Ether	0.03458105%	15777
338	0x4b068fe2cee007a48db70b28047470ded49d6aba	41,040.33589786 Ether	0.03448552%	2069
345	0x13cef1478ef9a2773acdf53505d064c69e3014c6	40,384.67748045 Ether	0.03393459%	381
347	0xa5f7a39e55d7878bc5bd754ee5d6bd7a7662355b	40,002.28061851 Ether	0.03361326%	686
355	0xb8ac6dec186496ad25ef7fdc7f341d93db928d30	39,922.27868546 Ether	0.03354604%	1052
357	0x692190b4a5d3524b6fed0465e7400c07d09db954	39,877.01413291 Ether	0.03350800%	815
360	0xf9225f3288f6cb0d0f80a5561e73102565e8bd8c	39,560.79682716 Ether	0.03324229%	74
363	0x876eabf441b2ee5b5b0554fd502a8e0600950cfa	38,848.42100482 Ether	0.03264369%	2196811
367	0x8317ab6588b0f6643773fb3049e1e5d93d6002d3	38,106.75413168 Ether	0.03202048%	80
368	0x397510f7c4909eb2c30959f1470ffad7eb3869dd	38,070.85591526 Ether	0.03199032%	84
371	0x0a98fb70939162725ae66e626fe4b52cff62c2e5	37,366.14867173 Ether	0.03139817%	1670548
372	0x04786aada9deea2150deab7b3b8911c309f5ed90	37,257.53286551 Ether	0.03130690%	60
373	0x26648eb66f11fe2e9d7b874981e8eefe6567b9df	37,188.38177938 Ether	0.03124879%	110
374	0xaf1931c20ee0c11bea17a41bfbbad299b2763bc0	37,152.90695796 Ether	0.03121898%	2926
375	0x6c064fb0b9956b111fdcfe4297c03c980dd7730c	37,098.83834755 Ether	0.03117355%	181
376	0x27e9f4748a2eb776be193a1f7dec2bb6daafe9cf	37,084.51177972 Ether	0.03116151%	404988
381	0x517c46825fb35c273de66d71dcef0d7b63b1076b	36,475.70559017 Ether	0.03064994%	910
385	0x8aceab8167c80cb8b3de7fa6228b889bb1130ee8	35,996.48043088 Ether	0.03024726%	1977
389	0x3d8fc1cffaa110f7a7f9f8bc237b73d54c4abf61	35,609.10898163 Ether	0.02992175%	656
392	0xf60c2ea62edbfe808163751dd0d8693dcb30019c	35,454.38633463 Ether	0.02979174%	1254823
393	0xdbfc4549b325b6f00013a3861b87aab6696fdbee	35,216.07392296 Ether	0.02959149%	21317
395	0x66e092fd00c4e4eb5bd20f5392c1902d738ae7bc	35,120.32342295 Ether	0.02951103%	6339
409	0x1149e9143c407f3be1df24c463e48963c6de1715	32,335.66650241 Ether	0.02717113%	37901
410	0x955a27306f1eb21757ccbd8daa2de82675aabc36	32,275.95836204 Ether	0.02712096%	84
415	0x34ea4138580435b5a521e460035edb19df1938c1	30,920.71076485 Ether	0.02598217%	353
419	0x602d9abd5671d24026e2ca473903ff2a9a957407	30,571.73814147 Ether	0.02568893%	645
420	0xddf744374b46aa980ddce4a5aa216478bf925cd1	30,504.54605531 Ether	0.02563247%	203
443	0x2c8fbb630289363ac80705a1a61273f76fd5a161	28,912.60845333 Ether	0.02429479%	345
444	0x06601571aa9d3e8f5f7cdd5b993192618964bab5	28,677.5898211 Ether	0.02409731%	387
449	0xc33d98e88682c883fe32b8f6620660692092d39f	28,055.50070263 Ether	0.02357458%	483
469	0x6dab3bcbfb336b29d06b9c793aef7eaa57888922	26,510.39828856 Ether	0.02227625%	929
470	0x72a53cdbbcc1b9efa39c834a540550e23463aacb	26,387.53211676 Ether	0.02217301%	3202
471	0xa23cbcdfafd09de2ce793d0a08f51865885be3f5	26,306.4595902 Ether	0.02210489%	126
474	0xf9aac6a1c838b36e2953115804806564ee7afaa8	26,262.84577588 Ether	0.02206824%	794
476	0x5b990c664ae7e759763acfec76e11c289c53be77	26,252.0879143 Ether	0.02205920%	12495
481	0xea659c08320ef25d0dd893e8306119281ad417d3	25,400.83861263 Ether	0.02134391%	236
493	0xa75ede99f376dd47f3993bc77037f61b5737c6ea	25,000.00020117 Ether	0.02100709%	384
497	0x57757e3d981446d585af0d9ae4d7df6d64647806	24,933.53010017 Ether	0.02095124%	1539
501	0xaf10cc6c50defff901b535691550d7af208939c5	24,461.52242545 Ether	0.02055462%	254
507	0x4976a4a02f38326660d17bf34b431dc6e2eb2327	23,857.94726975 Ether	0.02004744%	1271822
511	0x21a31ee1afc51d94c2efccaa2092ad1028285549	23,765.22803384 Ether	0.01996953%	3671864
512	0x2629bf288c3aedae8ddb3eb678df9f7ccc18711f	23,690.98342521 Ether	0.01990715%	230
517	0xe3dd3914ab28bb552d41b8dfe607355de4c37a51	23,196.76054159 Ether	0.01949186%	261
521	0xb6c6ad0fa01a17ea88973ad905dca2007cccba32	22,983.85632243 Ether	0.01931296%	62
522	0xd884aca1897ac45515cee6d5fd48f341b4023ace	22,853.1235593 Ether	0.01920311%	136
523	0x6162759edad730152f0df8115c698a42e666157f	22,672.97906626 Ether	0.01905173%	113
526	0xd01ae1a708614948b2b5e0b7ab5be6afa01325c7	22,212.58885184 Ether	0.01866488%	134
535	0x4c9a2bd661d640da3634a4988a9bd2bc0f18e5a9	22,017.68099928 Ether	0.01850110%	428
541	0xdfd5293d8e347dfe59e90efd55b2956a1343963d	21,789.22159243 Ether	0.01830913%	3472017
545	0x9696f59e4d72e237be84ffd425dcad154bf96976	21,685.43180618 Ether	0.01822191%	2671932
547	0xc333e80ef2dec2805f239e3f1e810612d294f771	21,456.04767267 Ether	0.01802917%	67583
548	0xabea9132b05a70803a4e85094fd0e1800777fbef	21,342.5484921 Ether	0.01793379%	403330
556	0xbff679a88a7b21e0f4d11dfd5c5dcafcb9a5d8ac	20,946.69702989 Ether	0.01760117%	50
559	0x8f6438f028b0fba4dcea654bcd7f46e868f0129e	20,767.35303579 Ether	0.01745047%	222
560	0x068b65394ebb0e19dff45880729c77faaf3b5195	20,753.38339312 Ether	0.01743873%	1184
567	0x6a51d95b6f9e24b4ae71fe4751b12ff87ddb19cd	20,443.75197103 Ether	0.01717855%	54
568	0x7abe0ce388281d2acf297cb089caef3819b13448	20,440.17749216 Ether	0.01717555%	294197
574	0xe8e8f41ed29e46f34e206d7d2a7d6f735a3ff2cb	20,403.50921955 Ether	0.01714474%	673
577	0xb576491f1e6e5e62f1d8f26062ee822b40b0e0d4	20,131.60789586 Ether	0.01691626%	5708
602	0xaea97b739dcd6f5b586586cb7a538d60ba96a757	20,000.06373116 Ether	0.01680573%	630
647	0x6ba3ffbd026a4ec164ad477092000b9cf1e4c351	19,939.51352382 Ether	0.01675485%	5154
649	0xd628f7c481c7dd87f674870bec5d7a311fb1d9a2	19,737.55010936 Ether	0.01658514%	4401
651	0x738505fa491c972a196582176685fc790d2bdda5	19,679.45444839 Ether	0.01653632%	59
656	0x997114ca0830e9bee7443368fa27f4af2d4e55a6	19,273.7790971 Ether	0.01619544%	54
657	0xac5d90d2010160a4fb4bdcb4a6ab5f3ddf523764	19,227.13765065 Ether	0.01615625%	387
665	0xaa083d6e13d0a3cb3725160538dddd38a9aa89fb	18,777.35271373 Ether	0.01577830%	624
667	0x8e279e54b04327adf57117c19bc3950d7109407c	18,774.64913062 Ether	0.01577603%	298
670	0x4adf44961a7cbe8ee46b2bf04e7198e879677825	18,734.39698604 Ether	0.01574221%	705
676	0xe2cde2af8d4c80028ae03f2abc3d0cbd4ffefe08	18,393.6172389 Ether	0.01545586%	64
682	0x2f71d24312e1c667ac1bf308f8fd1e34129ee2e3	18,089.85306129 Ether	0.01520061%	88
688	0xb175e4b5458f125a6e96f0a146f20da656be5e88	17,952.87597805 Ether	0.01508551%	425
689	0x861f70cf6fe0ac8e15fad59685c14dfdf5d4f51e	17,899.35089937 Ether	0.01504053%	60
691	0x2910543af39aba0cd09dbb2d50200b3e800a63d2	17,811.11431657 Ether	0.01496639%	54798
705	0x2a0c0dbecc7e4d658f48e01e3fa353f44050c208	17,613.46265379 Ether	0.01480030%	9787725
712	0x3d9256ad37128e9f47b34a82e06e981719477c18	17,236.83396684 Ether	0.01448383%	2960
718	0x4a798625c037c7fa470571355e73943aef062fae	17,012.78686986 Ether	0.01429557%	112
731	0xeab23c1e3776fad145e2e3dc56bcf739f6e0a393	16,736.892026 Ether	0.01406374%	526
769	0xe0ffcd02d93321cd74224250296062532f92147c	16,201.76795911 Ether	0.01361408%	348
779	0x8301ae4fc9c624d1d396cbdaa1ed877821d7c511	16,100.61052282 Ether	0.01352908%	5155
785	0x50d1b550f854b785cedf754114e28d496c8a89c1	16,079.96148304 Ether	0.01351173%	667
805	0xa910f92acdaf488fa6ef02174fb86208ad7722ba	15,913.44828853 Ether	0.01337181%	1196178
812	0x50f40d6fed3bab7cb6c650e795a02ad753f313f5	15,779.37814624 Ether	0.01325915%	100
817	0xeb3b9f824c8551a58a427aeaaa1044866bb5e28e	15,620.26090795 Ether	0.01312545%	149
824	0xd89350284c7732163765b23338f2ff27449e0bf5	15,498.34896452 Ether	0.01302301%	79858
825	0x74dc5d2f63cde8f6e6800ad886bb586632b84d9e	15,491.66596723 Ether	0.01301739%	61
833	0xed344fa1075499dac4e7eb0b868a1874dcdd36cf	15,309.28119363 Ether	0.01286414%	695
844	0xaec27ce2133e82d052520afb5c576d9f7eb93ed2	15,000.08028635 Ether	0.01260432%	104
858	0xa86e3d1c80a750a310b484fb9bdc470753a7506f	14,891.86133189 Ether	0.01251339%	108
859	0xb92b4a201f4320a6db6d1fb2d3bac834bdaa95c9	14,825.33428254 Ether	0.01245749%	268
861	0x764c64b2a09b09acb100b80d8c505aa6a0302ef2	14,789.56166883 Ether	0.01242743%	2401
868	0x23ea10cc1e6ebdb499d24e45369a35f43627062f	14,563.61748555 Ether	0.01223757%	1961
883	0x1ee6106b355a9f166dc0b4f46f1bb69eebba6c1b	14,158.87243361 Ether	0.01189747%	64
886	0x7d6149ad9a573a6e2ca6ebf7d4897c1b766841b4	14,045.63889129 Ether	0.01180232%	1450
887	0xea3ec2a08fee18ff4798c2d4725ded433d94151d	14,008.63547645 Ether	0.01177123%	3069
900	0x3136ed252d6ec340c7d2fb1285c15add1fd4e0fa	13,823.64728345 Ether	0.01161578%	89
903	0x0577a79cfc63bbc0df38833ff4c4a3bf2095b404	13,738.02353099 Ether	0.01154384%	412408
905	0x73f8fc2e74302eb2efda125a326655acf0dc2d1b	13,719.48920862 Ether	0.01152826%	401796
907	0x891404dd46a473584f5510d5ecbfd8d83794428f	13,638.14228683 Ether	0.01145991%	1489
914	0xb8901acb165ed027e32754e0ffe830802919727f	13,507.57808357 Ether	0.01135020%	122133
920	0x94d0bd72996fd58a1c68454a4a45c95f30075b7f	13,398.43495305 Ether	0.01125848%	86
936	0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98	13,069.8173755 Ether	0.01098235%	11282390
938	0x6a164122d5cf7c840d26e829b46dcc4ed6c0ae48	13,000.46725884 Ether	0.01092408%	2165
940	0xd07ed350fa581314aaf29422185ddf113088ed95	12,959.85383654 Ether	0.01088995%	4685
945	0x58c2cb4a6bee98c309215d0d2a38d7f8aa71211c	12,856.89715972 Ether	0.01080344%	351253
948	0x0a65aeba44441f953f6011d29e638ef52c2b2487	12,735.40928987 Ether	0.01070136%	99
949	0x5d38b4e4783e34e2301a2a36c39a03c45798c4dd	12,700.85609464 Ether	0.01067232%	66
951	0x4f6742badb049791cd9a37ea913f2bac38d01279	12,596.69827793 Ether	0.01058480%	578348
953	0xddfabcdc4d8ffc6d5beaf154f18b778f892a0740	12,592.37263064 Ether	0.01058116%	6740534
9839	0xd6ccf021fd058a53bd4e31a69f8b13ad80f87d2e	600.21111081 Ether	0.00050432%	115
958	0x7f1cb0fb25bb15334b6a8dae71d0cec7643df70f	12,500.88859119 Ether	0.01050429%	59
959	0x0c295c085cae9c6278df49477d29f71d78c5490d	12,500.8355312 Ether	0.01050425%	71
974	0xe9243a9dbc0466987977bb921137057cec5838d7	12,354.56213659 Ether	0.01038134%	53
977	0xf974168f4024b1dc0b5bcf41d7be86c56948bbbd	12,342.61711832 Ether	0.01037130%	75
980	0x1f1f5d762dd1cf3d52e60718ea3a990e102aa24b	12,317.8382616 Ether	0.01035048%	59
991	0xc7b2e34214b7ff6aaf2ccf9ca1cfbf4a22c50e7c	12,269.84640181 Ether	0.01031015%	27019
994	0x1bf68a9d1eaee7826b3593c20a0ca93293cb489a	12,206.71923154 Ether	0.01025711%	95868
1004	0x1e3b9717fcf59f4f822a5fe95bd0ed9d13aae38b	12,089.11532149 Ether	0.01015829%	97
1005	0xbd69cbe009973a48edeccd4e4dd9bc5a1f66da46	12,087.17110481 Ether	0.01015665%	31
1008	0xc9d3c0acc22938d735d891ec20e84e76e7c030d7	12,000.47700791 Ether	0.01008380%	61
1022	0x31a47094c6325d357c7331c621d6768ba041916e	11,899.64162527 Ether	0.00999907%	3757
1027	0xcf8bbeccf495ad0127c32eb0b284b85d891eee7a	11,866.96044035 Ether	0.00997161%	52
1028	0x187e3534f461d7c59a7d6899a983a5305b48f93f	11,841.44586858 Ether	0.00995017%	3317
1034	0x875abe6f1e2aba07bed4a3234d8555a0d7656d12	11,756.65510072 Ether	0.00987892%	555
1035	0x7eb53e64abaf3598ac38bcfc09d5f0b158162e27	11,753.68331497 Ether	0.00987643%	116
1049	0x19d675bbb76946785249a3ad8a805260e9420cb8	11,650.3728578 Ether	0.00978962%	460
1084	0x0000000000000000000000000000000000000000	11,381.85818233 Ether	0.00956399%	67973
1085	0x550d74e4f43d447ba104662f44bdb47036c0d2c9	11,352.14194838 Ether	0.00953902%	128
1105	0x874b87125cf394cd17398f45ee0dbc31fceda791	11,058.35008065 Ether	0.00929215%	65
1109	0x2efb50e952580f4ff32d8d2122853432bbf2e204	11,018.20150596 Ether	0.00925841%	56
1113	0xed0eebb4d520a6b0eccc4df8e5214e7a6697c111	11,000.5721279 Ether	0.00924360%	83
1120	0xc22fae86443aeed038a4ed887bba8f5035fd12f0	10,942.71662612 Ether	0.00919499%	255
1147	0x631fdef0781c00add20176f254f5ae5c26da1c99	10,707.63970621 Ether	0.00899745%	297
1148	0x3980c9ed79d2c191a89e02fa3529c60ed6e9c04b	10,705.94964229 Ether	0.00899603%	19677
1151	0x1157a2076b9bb22a85cc2c162f20fab3898f4101	10,684.78005657 Ether	0.00897825%	6705
1153	0x83cc4f34c79315552774fdfe1d81f433d38765d2	10,681.76764504 Ether	0.00897571%	105
1156	0x035483926d143b394eb9fc8b974b44ebf338dfc7	10,649.81238609 Ether	0.00894886%	294
1157	0x4d1f556f805a161812e5589816ee126022b6ff4a	10,643.04671424 Ether	0.00894318%	93
1159	0x693f77b0e8cce461869cf4349236950ee9c8af6e	10,633.22200001 Ether	0.00893492%	236
1162	0x1692e170361cefd1eb7240ec13d048fd9af6d667	10,597.55551324 Ether	0.00890495%	4219
1163	0x73477fd264961cbdd5101307e375831db409c68f	10,594.66500076 Ether	0.00890252%	100
1167	0x26994d7c461a91ef5324f7058c10b18d9dd8d43a	10,557.96821732 Ether	0.00887169%	140
1171	0xd569d3cce55b71a8a3f3c418c329a66e5f714431	10,528.91954538 Ether	0.00884728%	37752
1174	0xd7bd988b1c99f5e2d671ad80582786b86744f298	10,427.08504688 Ether	0.00876171%	149
1178	0x59a7f0779829bf51dbb1ecd9db873b6a2cf57f42	10,379.27315104 Ether	0.00872153%	73545
1179	0xfb626333099a91ab677bcd5e9c71bc4dbe0238a8	10,374.04618738 Ether	0.00871714%	1609
1181	0x416299aade6443e6f6e8ab67126e65a7f606eef5	10,346.67145841 Ether	0.00869414%	1083944
1193	0xec00bc63c3f3d2cfeabb126158792bd3a77827ab	10,171.6126215 Ether	0.00854704%	67
1194	0xe53fff67f9f384d20ebea36f43b93dc49ed22753	10,159.76790899 Ether	0.00853709%	61
