"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $2731.25/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method"
"0x067d2302af9679a848b8e31c3bd3084f51a7ad4f22f6a443f3bad8127851dee5","4238442","1504551716","2017-09-04 19:01:56","0x9a01abd28588f35d08b1c84a1a1c814627df8f25","","0x57b818a1070373e21fcedf48d4368e1703c75852","0","0","0","0.048384399","132.14988976875","303.70","","","0x60606040",""
"0x5071df7de6366a6e812000b353cb0acfa3e4ec4e1fd4620fdf9d1264297fbe3c","4238462","1504552125","2017-09-04 19:08:45","0x9a01abd28588f35d08b1c84a1a1c814627df8f25","0x57b818a1070373e21fcedf48d4368e1703c75852","","0.03","0","81.9375","0.004142922","11.3153557125","303.70","","","Transfer",""
