"0x3f1fcce546f3a92c3b884e2a8cb55c1960981de2","0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","70649215.335449"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0x30f562c7c33e63a2aea7d42487355b1563296d5a","486.48818"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0xb45d3379d8fe0a1226d2b219b1733f0b15f02c08","16094.5857296982"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0x21ae6df7d814d0763250398c6d29b652b14748a7","1054490.84568439"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0x30f8446115131ad8abdb498eb4330bbc70bf7cd8","567042.194092827"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0xf2f2e3d36da2c9d35f64518a21151271ca2bcf98","1021969.58174905"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0x7da4dabfbd821151802c5734faab674aece2df72","996396.663577386"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0x8a6ac3853c0e7d6b89c3c8133b3e32af2130e425","784982.476635514"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0x42afffaab420e53c7d984630c0d582411e16161c","709573.92"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0x3ad71af75c5b2ab86ac718da7a909d95cbafd44d","671945"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0x0ae867c0a530fb0b1e151ad3b5ca11b6eae33f86","626252.74"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0xaa5836d27ad52639ee6d8005cef9292a13fd052d","537556"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0x0755c0b1da8a3a5c11dff3cf03a65352172e092b","529492.66"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0xc7e29a1fd0be7f1224ad490b2401de6cc5632277","400479.22"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0x8f0079b5ab0ab15b648734adbcd2165df8fdb8d6","370913.64"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0x54aae429d77cb64749c3489f9ee9daff483f3a47","292968.02"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0x387d2afa236f5c2e19b8155247f16f72fa9083ed","266358.998"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0x7e6da008ea0fb7c2a8e80542fa4fc36d3fabf4da","272003.336"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0xead21205f16dabaa18dfb1a88d274a53b610b7be","301031.36"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0xfb3856993ce97978b34e7d85e21e638817b8086a","252651.32"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0xda30b626ae8073bc641287578ac4e78cb1551f67","231149.08"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0xbb1b9680393a349a03a4bc8aab3e3885356f8203","362850.3"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0x5022807d8266b2d4a075963bf7b6a0ba7ada92bc","327909.16"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0xfd9c240944e5e0752b67088b72361ecdcccb7731","134657.778"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0x773c865f096a88086c9137d885337dfd5479933c","99447.86"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0x56f6500738196520c76e5a210a9b19ab28ec5d53","75257.84"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0x6282e2d735b638cea3035470e78e7a372545dc81","255339.1"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0x9bd54e02687d72a298a86cc6dcf034b76ca07b7a","32.25336"
"0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba","0x9bd54e02687d72a298a86cc6dcf034b76ca07b7a","115574.54"
