address,nodes,edges,n_edges_incoming,n_edges_outcoming,percentage_incoming,percentage_outcoming,total_weight_in,total_weight_out
0x26a40e8dbdb0dee17d7036fcc0a2ae3fecf4800d,45,200,26,174,13.0,87.0,30478.040943047843,54159.59107318871
0x9f26ae5cd245bfeeb5926d61497550f79d9c6c1c,4,28,0,28,0.0,100.0,0,35767.3280785428
0xbceaa0040764009fdcff407e82ad1f06465fd2c4,3,3,1,2,33.33333333333333,66.66666666666667,74745059.896861,74745058.6673867
0x03b70dc31abf9cf6c1cf80bfeeb322e8d3dbb4ca,49,64,24,40,37.5,62.5,33488.90866230493,33459.90799250896
0x4639cd8cd52ec1cf2e496a606ce28d8afb1c792f,4292,6944,6944,0,100.0,0.0,678790.5903517903,0
0xeda5066780de29d00dfb54581a707ef6f52d8113,85,771,32,739,4.150453955901426,95.84954604409857,2086381.1708704827,1652394.1034557843
0xf6884686a999f5ae6c1af03db92bab9c6d7dc8de,8,31,5,26,16.129032258064516,83.87096774193549,45876311.309999995,48863707.421556056
0x079667f4f7a0b440ad35ebd780efd216751f0758,78,636,10,626,1.5723270440251573,98.42767295597484,2.94548457,156334264.80800772
0x5a59fc20e2659f9df6a21ccd8627ea0d2403b36b,6,7,1,6,14.285714285714285,85.71428571428572,0,681144.089815291
0x9431eea5981c9f94e19d43f523b9589269215ab3,3,2,1,1,50.0,50.0,29246.0,29239.799848
0x944a3f5641d6faf7a6abde4ec31e40d0929955ed,19,19,18,1,94.73684210526315,5.26315789473685,121199.13528717097,121197.07032
0x8f95d25bd5ec1973b8cbcd9572a7287f03420ca7,21,44,7,37,15.909090909090908,84.0909090909091,1572787.2698366374,2614883.170493561
0x29d7d1dd5b6f9c864d9db560d72a247c178ae86b,215,237,232,5,97.8902953586498,2.1097046413502056,13097643.655461643,4163736.8460000004
0x0c9d1b3ca852c67bbeabeeb51e9482a845d56868,7,6,5,1,83.33333333333334,16.666666666666657,305161.51595599996,305266.44065835996
0x4073aa0f9885bbe59895a27158bbe865052678b8,9,8,2,6,25.0,75.0,207891.91138823502,207863.866630466
0xd8ddfd63696127b18911546b13856cf98a246ff4,43,43,36,7,83.72093023255815,16.279069767441854,313217.87867465866,285265.24526820995
0xfbf6f29c126382cf15795bb209ee506a174cc709,47,46,41,5,89.13043478260869,10.869565217391312,1962938.8305809998,1869941.4046268365
0x57b818a1070373e21fcedf48d4368e1703c75852,2,1,1,0,100.0,0.0,81.9375,0
0x4182d887fb4fba8cd49e9f50908c13c761080ec5,4,4,2,2,50.0,50.0,95851.14660000001,95845.66626
0x6eff949d9a4e7725d3ee3b894ceaa2813b7437e5,3,2,2,0,100.0,0.0,0.0,0
